transaction_id,order_id,payment_date,payment_amount,payment_method
2548,2930,2023-03-08 06:58:55,615,Bank Transfer
2549,1309,2023-09-08 15:49:57,307,Credit Card
2550,3445,2023-09-22 08:10:48,555,PayPal
2551,3890,2022-10-01 00:11:07,654,Credit Card
2552,4764,2023-08-12 18:41:55,498,Bank Transfer
2553,4003,2023-06-16 17:03:47,917,Bank Transfer
2554,1176,2023-05-30 03:25:00,474,Bank Transfer
2555,1900,2023-08-30 13:34:17,574,Credit Card
2556,4030,2022-12-04 14:32:54,103,Credit Card
2557,1168,2023-07-18 16:52:29,430,Bank Transfer
2558,4603,2023-02-15 14:22:54,632,Bank Transfer
2559,841,2023-03-18 11:53:01,481,Bank Transfer
2560,584,2023-05-15 15:34:55,709,PayPal
2561,4691,2023-08-07 03:42:44,526,Bank Transfer
2562,3510,2023-04-02 12:32:25,725,Bank Transfer
2563,232,2022-09-27 15:07:05,225,Bank Transfer
2564,4592,2023-03-20 09:31:58,602,Bank Transfer
2565,3337,2022-12-25 01:42:13,305,Credit Card
2566,4038,2023-01-15 03:10:57,498,PayPal
2567,2284,2023-05-01 16:19:03,668,Credit Card
2568,1079,2023-06-26 20:43:50,274,Credit Card
2569,2620,2023-09-11 13:22:39,719,Credit Card
2570,3761,2023-03-02 01:34:33,443,Credit Card
2571,1195,2022-10-07 16:50:56,839,Credit Card
2572,3160,2022-10-22 03:04:05,845,PayPal
2573,560,2023-03-16 00:52:00,94,PayPal
2574,558,2023-08-01 09:52:37,252,Credit Card
2575,3611,2023-04-02 05:07:03,466,PayPal
2576,217,2023-09-09 16:01:54,431,Credit Card
2577,2546,2022-12-10 23:06:12,132,Bank Transfer
2578,2315,2023-07-06 18:29:13,774,PayPal
2579,2485,2023-08-23 03:46:35,220,Credit Card
2580,4997,2023-05-21 00:01:42,814,Credit Card
2581,3535,2023-03-10 19:52:28,300,Bank Transfer
2582,2666,2023-01-22 16:07:22,582,PayPal
2583,2820,2023-06-13 02:53:16,763,PayPal
2584,4464,2023-04-07 19:56:23,205,PayPal
2585,2964,2023-06-13 06:38:20,391,PayPal
2586,1949,2023-07-13 11:55:22,550,Credit Card
2587,4898,2023-04-13 07:55:15,835,Bank Transfer
2588,525,2023-02-15 22:14:36,156,Bank Transfer
2589,127,2023-05-06 10:57:55,622,Credit Card
2590,373,2023-02-06 18:05:29,424,Credit Card
2591,3939,2023-02-10 04:41:55,11,Bank Transfer
2592,4696,2022-10-19 20:34:44,61,Credit Card
2593,78,2023-04-04 01:58:20,287,Bank Transfer
2594,4169,2022-11-03 00:13:51,47,PayPal
2595,822,2023-02-07 00:30:35,680,Credit Card
2596,1985,2023-05-04 08:36:20,297,Bank Transfer
2597,3846,2023-06-09 10:21:05,262,PayPal
2598,1988,2022-10-24 14:16:49,750,Credit Card
2599,3216,2023-01-12 22:42:10,696,PayPal
2600,1374,2022-12-25 09:35:34,111,Credit Card
2601,4978,2023-08-10 21:58:50,774,Bank Transfer
2602,661,2022-11-04 20:47:57,243,Bank Transfer
2603,2668,2023-09-22 15:15:34,944,Credit Card
2604,4325,2023-07-12 11:49:19,635,Credit Card
2605,142,2023-02-16 22:38:33,464,PayPal
2606,1602,2023-08-13 09:20:33,836,Credit Card
2607,1030,2023-02-25 23:54:20,974,Bank Transfer
2608,4579,2022-10-07 01:30:38,950,Credit Card
2609,2676,2023-05-04 17:05:19,851,Credit Card
2610,2491,2023-01-21 16:34:22,907,Bank Transfer
2611,339,2023-01-03 19:53:57,731,PayPal
2612,697,2023-06-10 17:46:34,296,Bank Transfer
2613,2345,2023-01-31 00:24:49,986,Credit Card
2614,1040,2023-05-24 16:20:10,516,PayPal
2615,3068,2023-02-04 02:16:03,267,Credit Card
2616,469,2023-04-18 20:52:07,958,Bank Transfer
2617,846,2023-04-25 13:11:13,437,PayPal
2618,2455,2022-11-08 17:48:25,715,Bank Transfer
2619,540,2023-09-26 01:21:57,841,PayPal
2620,910,2022-12-02 05:51:51,804,Credit Card
2621,2602,2023-02-02 14:39:48,283,Credit Card
2622,3131,2023-09-10 09:39:11,388,Credit Card
2623,896,2023-06-27 16:13:21,767,Credit Card
2624,3042,2022-11-10 05:27:22,734,PayPal
2625,648,2022-10-14 08:07:26,893,Credit Card
2626,3198,2023-04-23 20:25:06,405,Bank Transfer
2627,1873,2023-09-24 18:36:19,140,Credit Card
2628,2829,2023-03-12 17:12:08,168,Credit Card
2629,2411,2023-06-08 13:55:24,877,PayPal
2630,274,2023-02-11 14:21:48,934,Credit Card
2631,3022,2023-08-06 12:59:36,666,Credit Card
2632,4891,2023-04-29 03:19:09,702,PayPal
2633,1892,2023-07-22 01:23:26,596,Credit Card
2634,4887,2022-12-14 05:33:13,500,Bank Transfer
2635,216,2023-01-22 17:54:33,516,Credit Card
2636,53,2022-11-18 14:23:08,652,Credit Card
2637,1468,2023-09-23 23:12:38,873,Credit Card
2638,3949,2023-07-10 10:07:38,437,PayPal
2639,3683,2022-10-11 17:31:46,686,PayPal
2640,4310,2023-01-29 06:56:15,846,Bank Transfer
2641,829,2023-01-19 19:51:58,252,PayPal
2642,4683,2023-09-24 12:48:53,81,Credit Card
2643,1749,2023-06-07 18:46:31,948,Credit Card
2644,4937,2023-02-22 20:18:19,365,PayPal
2645,3748,2023-02-25 09:08:33,888,Credit Card
2646,1996,2023-08-12 11:22:07,23,Bank Transfer
2647,4602,2022-10-17 23:47:19,336,PayPal
2648,4449,2023-05-20 06:07:43,610,Credit Card
2649,4768,2023-05-01 02:47:11,643,Credit Card
2650,719,2023-07-26 07:18:41,780,Credit Card
2651,3647,2023-08-20 13:59:06,54,PayPal
2652,2887,2023-06-16 06:38:51,939,Bank Transfer
2653,24,2023-08-01 17:38:24,34,Credit Card
2654,3542,2022-12-31 09:51:41,12,PayPal
2655,725,2022-10-04 02:30:22,310,Credit Card
2656,2895,2022-12-03 17:43:09,179,PayPal
2657,4782,2023-04-06 02:13:46,621,PayPal
2658,2989,2023-08-18 23:32:12,776,Bank Transfer
2659,944,2023-09-04 22:04:58,965,Bank Transfer
2660,4790,2023-01-13 22:29:31,936,Credit Card
2661,4010,2023-04-25 10:29:24,437,Bank Transfer
2662,4811,2022-12-14 20:46:43,931,PayPal
2663,1560,2023-08-03 11:03:04,581,PayPal
2664,4440,2022-11-02 13:02:47,735,Bank Transfer
2665,2771,2023-07-01 08:44:55,37,PayPal
2666,4003,2022-11-14 15:37:56,83,PayPal
2667,4647,2023-03-23 08:15:23,262,Bank Transfer
2668,4284,2023-03-06 10:41:08,215,Credit Card
2669,518,2022-10-06 23:22:25,542,Bank Transfer
2670,3128,2023-01-10 08:00:25,347,Credit Card
2671,2629,2023-07-29 20:44:01,273,PayPal
2672,221,2023-09-02 13:56:18,870,Credit Card
2673,266,2022-12-12 18:36:42,812,Bank Transfer
2674,2268,2023-04-21 16:29:56,14,PayPal
2675,2114,2022-10-25 01:48:55,403,Bank Transfer
2676,2498,2023-02-16 05:32:24,839,Bank Transfer
2677,1426,2023-04-27 19:24:21,965,Credit Card
2678,1185,2023-03-25 19:22:40,900,Credit Card
2679,3720,2023-03-07 21:54:14,739,Credit Card
2680,2413,2023-06-15 05:17:53,439,Bank Transfer
2681,4712,2023-03-09 13:19:51,500,PayPal
2682,4983,2022-12-07 13:36:14,242,Credit Card
2683,4388,2023-02-06 11:45:22,845,PayPal
2684,2957,2023-07-23 19:10:15,871,Credit Card
2685,1742,2023-08-12 11:48:23,640,Credit Card
2686,4300,2023-02-24 09:04:11,438,Credit Card
2687,4838,2022-11-01 04:52:56,160,PayPal
2688,4433,2023-08-03 02:31:12,342,Credit Card
2689,1470,2023-06-30 09:58:44,397,Credit Card
2690,3160,2022-12-08 02:01:49,224,Bank Transfer
2691,3058,2023-02-13 17:38:40,603,PayPal
2692,4418,2022-11-16 11:50:42,215,Credit Card
2693,1893,2023-09-18 14:45:59,380,PayPal
2694,1210,2023-07-02 23:56:16,81,Bank Transfer
2695,3131,2023-08-31 09:05:42,275,PayPal
2696,2150,2023-09-13 22:14:46,564,PayPal
2697,3763,2023-05-13 04:38:27,687,Bank Transfer
2698,491,2022-11-27 21:16:09,729,Credit Card
2699,210,2023-01-13 14:34:15,385,PayPal
2700,3544,2023-06-11 22:38:05,85,PayPal
2701,3567,2022-10-09 10:43:33,368,Credit Card
2702,4252,2023-03-04 21:15:31,418,PayPal
2703,335,2023-07-18 03:36:25,324,Bank Transfer
2704,4315,2023-07-23 15:47:38,629,PayPal
2705,3272,2022-11-12 00:57:02,191,PayPal
2706,2950,2023-09-22 11:05:45,266,PayPal
2707,1913,2023-01-06 23:21:13,876,Credit Card
2708,4282,2023-07-02 16:10:57,121,Credit Card
2709,2884,2023-01-10 05:27:26,152,Bank Transfer
2710,248,2023-06-05 10:39:29,638,Credit Card
2711,217,2023-07-07 22:01:35,668,Credit Card
2712,4058,2022-12-15 05:51:14,528,PayPal
2713,3840,2022-12-20 17:39:36,813,Credit Card
2714,4395,2023-04-21 09:32:34,187,PayPal
2715,3783,2023-02-20 23:23:48,114,Credit Card
2716,3058,2023-04-23 20:55:17,71,PayPal
2717,575,2022-09-30 02:13:47,474,PayPal
2718,1797,2023-08-06 18:03:14,378,PayPal
2719,3474,2023-02-04 21:43:51,828,Credit Card
2720,1672,2022-12-01 12:03:17,685,Credit Card
2721,332,2023-09-25 23:43:55,699,Credit Card
2722,2986,2022-11-16 12:46:33,851,PayPal
2723,1593,2023-07-27 12:10:56,276,PayPal
2724,2615,2023-07-15 08:12:37,89,Bank Transfer
2725,1543,2022-12-30 01:37:45,800,Credit Card
2726,3127,2023-05-06 06:01:33,791,Bank Transfer
2727,464,2023-04-04 13:16:08,371,Credit Card
2728,675,2023-07-07 16:07:15,871,Credit Card
2729,318,2023-02-01 03:41:45,656,PayPal
2730,1121,2023-09-09 13:02:31,426,PayPal
2731,1132,2022-11-21 18:41:21,663,Credit Card
2732,1024,2022-11-07 01:59:21,85,Credit Card
2733,4432,2022-12-07 12:52:33,901,Bank Transfer
2734,3441,2023-06-08 06:19:31,813,Credit Card
2735,1867,2023-01-31 11:55:18,531,PayPal
2736,2561,2022-12-11 07:34:50,143,Bank Transfer
2737,4785,2022-10-30 23:11:29,559,Credit Card
2738,1359,2023-04-28 01:46:57,426,Bank Transfer
2739,2466,2023-06-29 11:37:50,129,PayPal
2740,3785,2022-10-18 18:01:29,477,Credit Card
2741,4671,2023-01-18 11:46:33,985,Bank Transfer
2742,2219,2023-06-16 17:57:49,803,Credit Card
2743,3972,2023-02-16 18:57:15,165,PayPal
2744,2392,2023-05-10 15:07:04,396,Credit Card
2745,2895,2023-08-03 15:07:08,662,Bank Transfer
2746,3173,2022-12-31 07:44:46,847,PayPal
2747,1576,2023-04-16 13:39:57,963,PayPal
2748,2220,2023-09-02 20:04:19,227,Bank Transfer
2749,661,2022-10-29 14:58:16,312,PayPal
2750,4992,2023-01-25 12:44:28,515,PayPal
2751,3602,2023-05-18 19:15:21,784,Bank Transfer
2752,4815,2023-06-27 08:58:55,452,PayPal
2753,1791,2023-04-30 16:17:28,181,Credit Card
2754,4062,2023-09-25 18:21:39,40,PayPal
2755,4865,2022-12-22 23:11:23,977,Credit Card
2756,4230,2023-01-12 08:39:09,669,Credit Card
2757,270,2022-12-25 07:51:38,598,PayPal
2758,3890,2023-06-30 19:14:27,718,PayPal
2759,4896,2023-09-25 02:31:41,953,Bank Transfer
2760,230,2022-09-30 06:35:04,616,Bank Transfer
2761,3047,2022-11-25 12:35:17,844,Bank Transfer
2762,1098,2023-09-19 12:45:09,698,Credit Card
2763,752,2023-05-05 07:00:35,93,PayPal
2764,2052,2023-07-22 07:17:48,476,Bank Transfer
2765,4398,2023-08-11 16:17:51,420,PayPal
2766,3508,2023-03-30 07:34:32,521,Credit Card
2767,4354,2023-03-16 05:09:21,548,Bank Transfer
2768,544,2023-08-23 07:26:21,972,Credit Card
2769,1458,2023-09-05 09:01:59,755,Credit Card
2770,2755,2023-01-08 17:14:41,663,Bank Transfer
2771,498,2023-09-06 07:39:02,593,Credit Card
2772,298,2023-02-25 19:29:18,773,Credit Card
2773,1509,2023-04-27 02:24:00,853,Bank Transfer
2774,1676,2022-10-06 06:10:38,494,PayPal
2775,3550,2022-11-21 11:17:33,762,Credit Card
2776,3462,2023-09-05 05:42:22,619,Bank Transfer
2777,1808,2023-02-26 16:50:03,851,PayPal
2778,4084,2022-12-09 02:05:07,450,PayPal
2779,2791,2023-02-01 04:42:54,522,Credit Card
2780,2053,2023-08-23 00:58:36,664,Credit Card
2781,3605,2023-05-27 16:54:08,822,PayPal
2782,1560,2023-08-23 15:03:22,192,Credit Card
2783,793,2023-01-09 00:37:23,796,PayPal
2784,2551,2022-12-03 06:45:28,736,PayPal
2785,4031,2023-01-02 13:17:05,300,Bank Transfer
2786,4444,2023-05-06 01:18:03,138,Credit Card
2787,316,2023-01-24 08:22:19,635,Credit Card
2788,1306,2023-02-18 07:27:25,93,PayPal
2789,4325,2022-10-08 02:01:01,958,Credit Card
2790,1452,2023-02-19 14:03:57,327,Credit Card
2791,611,2023-09-13 15:15:41,978,Credit Card
2792,1368,2023-06-22 07:25:01,835,PayPal
2793,3007,2023-02-25 12:01:04,243,Credit Card
2794,2639,2023-07-22 15:11:14,958,Credit Card
2795,493,2022-10-17 02:37:18,774,PayPal
2796,4372,2022-11-13 21:27:04,416,Credit Card
2797,4282,2022-10-19 01:23:20,962,Bank Transfer
2798,1123,2023-01-31 05:35:27,223,Bank Transfer
2799,2492,2023-07-20 08:45:49,351,Credit Card
2800,890,2023-07-17 07:17:50,140,PayPal
2801,1761,2023-01-04 06:55:48,789,PayPal
2802,2608,2023-09-25 12:52:46,314,Bank Transfer
2803,2479,2023-05-12 19:16:41,212,PayPal
2804,1257,2023-03-10 12:19:37,353,PayPal
2805,1504,2022-12-14 15:27:24,735,Credit Card
2806,1893,2022-11-17 13:57:53,525,PayPal
2807,4826,2023-09-21 20:29:52,522,Bank Transfer
2808,302,2023-07-01 23:11:25,311,PayPal
2809,1355,2022-11-11 08:54:56,167,Bank Transfer
2810,2473,2023-09-22 08:39:33,958,Bank Transfer
2811,610,2022-11-15 23:41:16,905,Bank Transfer
2812,4692,2023-02-19 07:01:56,929,PayPal
2813,2950,2022-12-14 14:55:24,827,Credit Card
2814,3595,2023-04-26 14:07:06,896,Credit Card
2815,3479,2023-03-27 01:23:25,319,Credit Card
2816,3193,2023-05-30 23:07:54,747,PayPal
2817,1443,2023-01-28 02:42:39,287,PayPal
2818,3900,2022-12-08 11:52:47,103,PayPal
2819,2046,2023-05-05 01:20:33,39,Bank Transfer
2820,1762,2023-06-27 08:18:52,493,PayPal
2821,4859,2023-02-15 11:42:27,18,PayPal
2822,1374,2023-02-27 17:59:41,927,PayPal
2823,4654,2023-09-03 00:12:18,366,Bank Transfer
2824,2433,2023-03-06 02:18:11,582,Credit Card
2825,3013,2023-01-10 05:08:00,57,PayPal
2826,1152,2023-02-06 22:19:35,875,Bank Transfer
2827,3153,2023-02-23 23:16:23,305,Credit Card
2828,464,2022-12-12 19:12:59,508,PayPal
2829,2187,2022-10-31 14:01:03,400,Credit Card
2830,3708,2023-05-25 12:43:12,723,Credit Card
2831,213,2023-02-27 06:54:36,820,PayPal
2832,3441,2023-09-22 15:49:20,922,Bank Transfer
2833,4076,2023-01-14 03:54:56,206,Bank Transfer
2834,2885,2022-12-16 12:52:27,954,Bank Transfer
2835,472,2023-07-07 08:05:42,669,Bank Transfer
2836,118,2022-12-16 04:52:06,640,Credit Card
2837,4648,2022-12-17 21:06:11,642,Bank Transfer
2838,2832,2022-10-02 00:43:40,101,Bank Transfer
2839,1306,2023-01-06 09:26:25,465,Credit Card
2840,786,2023-07-21 19:28:30,361,PayPal
2841,2864,2022-10-28 23:35:35,263,Credit Card
2842,3409,2023-03-07 09:12:05,408,Credit Card
2843,3593,2023-04-17 15:38:33,717,PayPal
2844,4933,2022-11-03 00:37:55,930,Credit Card
2845,4850,2023-03-20 01:04:18,897,PayPal
2846,4226,2023-02-13 04:47:40,165,PayPal
2847,782,2023-07-18 15:56:00,529,PayPal
2848,4674,2022-10-24 19:32:38,76,PayPal
2849,3480,2023-08-22 22:23:17,705,PayPal
2850,4246,2022-11-09 21:01:36,642,Bank Transfer
2851,2046,2023-08-27 01:43:00,649,PayPal
2852,2818,2023-04-20 21:23:53,635,PayPal
2853,3887,2023-04-25 13:20:53,191,Bank Transfer
2854,1382,2023-09-15 17:58:42,732,Credit Card
2855,2306,2022-10-18 21:18:26,663,Credit Card
2856,183,2023-05-02 01:38:11,542,Bank Transfer
2857,2426,2023-09-02 07:10:22,403,Bank Transfer
2858,607,2022-11-11 16:01:33,65,PayPal
2859,2008,2022-11-22 10:56:30,806,Credit Card
2860,2674,2022-10-19 12:11:28,458,Credit Card
2861,4782,2023-01-01 02:17:59,977,Bank Transfer
2862,2285,2023-05-16 06:15:54,598,PayPal
2863,4190,2023-07-15 11:21:35,728,Credit Card
2864,523,2022-11-30 02:05:23,688,Credit Card
2865,402,2023-01-19 14:47:11,966,Credit Card
2866,2061,2022-11-25 04:29:25,335,Bank Transfer
2867,996,2022-10-26 01:48:38,848,Credit Card
2868,4124,2023-01-15 18:51:56,481,Bank Transfer
2869,1033,2023-05-14 15:56:23,637,Bank Transfer
2870,2940,2023-04-04 03:36:29,611,PayPal
2871,1230,2022-10-07 01:15:42,921,Bank Transfer
2872,3299,2023-03-05 12:03:14,20,Bank Transfer
2873,3418,2023-09-08 20:11:16,784,PayPal
2874,2532,2023-03-26 19:40:09,148,PayPal
2875,469,2023-07-20 03:47:13,337,Bank Transfer
2876,975,2023-03-22 07:26:44,665,Credit Card
2877,257,2022-11-13 06:48:06,285,Bank Transfer
2878,4154,2023-04-06 01:35:15,241,PayPal
2879,4385,2023-04-10 13:53:46,314,Bank Transfer
2880,3300,2023-06-04 01:07:31,208,Bank Transfer
2881,2040,2023-06-22 23:39:12,846,Bank Transfer
2882,1278,2022-12-08 12:26:37,205,Bank Transfer
2883,516,2023-09-06 20:46:47,92,PayPal
2884,2246,2022-12-19 15:38:14,195,PayPal
2885,277,2023-05-06 03:25:01,423,Bank Transfer
2886,4781,2023-08-19 06:02:47,882,PayPal
2887,279,2023-07-22 19:35:56,333,Bank Transfer
2888,4010,2023-03-22 11:05:10,742,Credit Card
2889,3571,2023-08-16 22:32:45,175,Credit Card
2890,931,2022-11-17 04:52:30,80,Credit Card
2891,4640,2023-08-19 10:37:16,148,PayPal
2892,2262,2023-03-08 11:35:25,611,Bank Transfer
2893,4088,2023-01-05 23:44:00,656,PayPal
2894,3203,2023-02-18 05:27:50,551,PayPal
2895,593,2022-10-27 01:23:00,220,Bank Transfer
2896,207,2023-06-17 01:01:41,884,PayPal
2897,4075,2022-12-20 02:37:42,483,PayPal
2898,1534,2022-10-04 22:03:04,385,Credit Card
2899,4084,2022-10-03 09:25:56,949,PayPal
2900,4293,2023-05-02 22:49:26,620,Bank Transfer
2901,3018,2022-11-24 13:21:42,243,Credit Card
2902,3057,2023-05-18 20:39:17,443,Credit Card
2903,4005,2023-05-20 02:23:57,200,Credit Card
2904,633,2023-02-27 11:10:42,839,Credit Card
2905,4488,2023-05-10 19:39:21,825,Credit Card
2906,2948,2022-11-26 09:03:11,548,PayPal
2907,3901,2023-03-06 06:33:49,479,Credit Card
2908,3804,2023-02-07 01:45:48,733,Credit Card
2909,1618,2022-12-28 09:27:57,78,Bank Transfer
2910,3758,2022-12-01 08:59:14,35,Credit Card
2911,2856,2022-12-16 05:56:47,929,PayPal
2912,252,2023-04-13 11:51:24,891,Bank Transfer
2913,2352,2023-01-07 20:00:09,377,Bank Transfer
2914,141,2023-05-30 04:23:35,108,Bank Transfer
2915,2586,2023-07-17 17:33:05,694,Credit Card
2916,375,2023-06-07 18:48:26,496,PayPal
2917,500,2023-02-21 17:13:26,56,Bank Transfer
2918,732,2022-11-20 18:31:10,403,Credit Card
2919,703,2022-11-28 08:07:51,158,PayPal
2920,4321,2022-12-13 02:01:12,177,Bank Transfer
2921,3140,2023-04-27 18:31:17,76,Bank Transfer
2922,1996,2022-12-10 15:28:59,142,Credit Card
2923,383,2022-12-05 10:38:59,467,PayPal
2924,4363,2023-07-28 09:18:26,266,PayPal
2925,2831,2023-07-04 17:33:15,100,Credit Card
2926,1357,2022-10-25 23:38:17,568,Credit Card
2927,1974,2022-12-30 20:29:39,912,Credit Card
2928,1377,2023-07-14 09:25:37,696,PayPal
2929,2306,2023-06-07 00:20:40,617,PayPal
2930,4044,2023-05-22 15:16:54,575,PayPal
2931,4210,2023-01-31 08:51:42,443,PayPal
2932,489,2022-10-03 13:57:23,766,Bank Transfer
2933,2196,2023-01-08 21:43:31,290,PayPal
2934,3971,2022-12-31 12:43:24,443,Credit Card
2935,1255,2023-09-02 09:30:44,91,Bank Transfer
2936,1880,2022-11-04 21:13:34,965,Bank Transfer
2937,996,2023-02-08 12:33:34,68,PayPal
2938,665,2023-09-15 17:14:31,152,Bank Transfer
2939,4078,2022-12-11 08:56:18,934,Bank Transfer
2940,3350,2022-10-30 13:20:40,903,PayPal
2941,4585,2022-11-24 14:45:15,251,Bank Transfer
2942,3680,2022-11-15 00:30:37,560,Bank Transfer
2943,207,2023-09-03 21:35:10,443,PayPal
2944,3205,2023-02-06 01:09:46,111,Bank Transfer
2945,3726,2023-05-23 02:22:40,269,PayPal
2946,2134,2023-05-23 00:54:47,619,Credit Card
2947,4221,2023-07-03 18:33:01,347,Credit Card
2948,4981,2023-01-02 09:09:27,105,PayPal
2949,1870,2023-01-28 13:49:23,257,PayPal
2950,1303,2023-07-06 02:52:20,568,Bank Transfer
2951,1054,2023-02-16 20:13:54,849,Credit Card
2952,4106,2023-06-09 08:43:49,805,Bank Transfer
2953,1148,2023-08-20 10:17:19,276,PayPal
2954,1917,2023-07-09 17:40:03,838,PayPal
2955,2162,2022-12-03 20:55:19,436,Bank Transfer
2956,2382,2022-11-21 22:00:48,320,Credit Card
2957,2885,2023-04-16 02:08:16,782,PayPal
2958,4160,2022-11-28 13:45:47,237,PayPal
2959,3648,2022-11-09 05:53:44,126,PayPal
2960,2100,2023-05-01 02:04:17,80,Credit Card
2961,770,2023-06-02 00:01:50,177,PayPal
2962,519,2023-05-31 02:10:37,19,Credit Card
2963,1028,2023-07-31 14:40:55,517,Credit Card
2964,4764,2022-09-29 03:17:01,668,PayPal
2965,1063,2023-07-21 15:09:02,186,PayPal
2966,3156,2022-11-19 15:54:30,483,Credit Card
2967,2603,2023-03-01 02:35:24,183,PayPal
2968,429,2022-10-17 04:12:40,218,PayPal
2969,2774,2023-08-29 17:51:26,99,Bank Transfer
2970,2034,2023-06-26 09:09:05,263,Credit Card
2971,3055,2023-05-16 22:41:39,21,Bank Transfer
2972,4040,2023-06-29 10:56:07,699,Credit Card
2973,2730,2023-01-29 10:40:11,861,PayPal
2974,4001,2023-04-12 21:59:46,488,Bank Transfer
2975,2163,2023-02-21 08:56:39,141,Credit Card
2976,941,2023-03-14 19:07:59,405,PayPal
2977,1379,2022-12-26 00:37:08,660,Credit Card
2978,1365,2023-05-05 02:48:40,140,Bank Transfer
2979,3251,2023-07-18 06:08:03,559,Bank Transfer
2980,4543,2023-05-18 23:35:26,852,PayPal
2981,4192,2022-12-25 15:56:23,918,Bank Transfer
2982,3071,2022-10-23 01:45:54,780,PayPal
2983,4484,2023-01-22 20:47:02,466,Credit Card
2984,1653,2023-02-10 21:26:23,256,PayPal
2985,3196,2023-01-08 20:36:20,914,PayPal
2986,87,2022-11-11 02:33:54,661,PayPal
2987,68,2023-01-29 04:38:29,984,Credit Card
2988,1254,2023-07-28 10:14:09,643,PayPal
2989,1385,2023-04-10 04:03:39,29,PayPal
2990,2203,2022-11-17 16:39:53,579,Bank Transfer
2991,553,2023-07-20 03:19:44,411,Credit Card
2992,651,2023-04-06 17:50:20,391,Bank Transfer
2993,1957,2023-02-11 06:37:05,706,Credit Card
2994,3552,2023-05-01 13:02:10,675,Credit Card
2995,1603,2023-05-25 19:06:39,166,PayPal
2996,4030,2023-08-20 14:49:57,410,PayPal
2997,1323,2023-02-15 17:31:48,988,PayPal
2998,2468,2023-04-15 03:16:41,153,Bank Transfer
2999,1086,2023-07-04 08:34:20,553,Bank Transfer
3000,3994,2022-11-15 08:13:57,813,PayPal
3001,2514,2022-10-17 04:59:03,706,Credit Card
3002,391,2023-05-08 01:27:31,145,Credit Card
3003,125,2023-08-02 16:38:09,687,PayPal
3004,4360,2023-04-22 14:48:22,172,PayPal
3005,1665,2023-06-09 08:44:43,219,Bank Transfer
3006,4936,2023-07-13 06:15:42,407,Bank Transfer
3007,2415,2023-07-12 01:29:10,764,Credit Card
3008,3642,2023-03-04 07:14:27,314,PayPal
3009,817,2023-09-06 13:59:06,372,Credit Card
3010,715,2023-08-07 10:23:53,46,Bank Transfer
3011,2205,2023-04-09 08:17:52,708,Bank Transfer
3012,4778,2023-09-26 09:07:31,546,Bank Transfer
3013,4337,2022-12-29 03:46:53,665,PayPal
3014,4144,2023-02-28 00:33:56,265,PayPal
3015,69,2023-02-21 15:45:35,322,Credit Card
3016,4544,2022-11-30 08:44:55,203,Bank Transfer
3017,4850,2022-11-23 19:20:23,907,Bank Transfer
3018,954,2023-08-11 19:38:03,348,PayPal
3019,1108,2023-08-10 00:32:17,60,Bank Transfer
3020,1909,2023-05-07 20:35:07,307,PayPal
3021,4909,2022-11-22 18:00:21,846,Bank Transfer
3022,3592,2022-10-03 14:30:22,639,Credit Card
3023,2672,2023-02-09 21:37:47,757,PayPal
3024,3850,2022-12-31 07:21:03,614,PayPal
3025,2807,2023-04-27 17:29:26,533,Bank Transfer
3026,124,2023-01-12 01:12:38,152,Bank Transfer
3027,2610,2023-08-14 21:52:28,494,Bank Transfer
3028,2692,2023-07-31 03:21:04,617,PayPal
3029,1868,2022-10-14 06:26:41,49,Credit Card
3030,4823,2022-11-15 00:07:01,129,PayPal
3031,3159,2023-01-27 00:15:48,759,Bank Transfer
3032,4152,2023-09-19 07:55:41,14,Bank Transfer
3033,1703,2023-01-21 17:47:41,584,PayPal
3034,3036,2023-05-02 14:47:34,357,Bank Transfer
3035,4323,2023-01-03 21:52:49,870,Credit Card
3036,768,2022-11-12 02:12:45,365,PayPal
3037,4215,2023-06-06 03:01:09,27,Credit Card
3038,382,2023-03-24 00:13:09,237,Bank Transfer
3039,1974,2023-08-01 03:34:53,430,PayPal
3040,4967,2023-09-03 18:40:56,268,Bank Transfer
3041,1774,2023-05-01 18:55:24,530,Credit Card
3042,3879,2023-02-22 09:39:46,339,Bank Transfer
3043,187,2023-08-03 16:40:00,279,PayPal
3044,1380,2023-06-25 13:26:14,887,Bank Transfer
3045,4243,2023-05-16 15:43:18,394,Credit Card
3046,3181,2023-05-26 10:06:17,597,Credit Card
3047,4979,2023-01-01 02:33:02,165,Bank Transfer
3048,3967,2022-10-07 03:22:28,658,Bank Transfer
3049,765,2023-03-21 05:06:15,107,Bank Transfer
3050,1235,2023-01-31 00:26:58,224,PayPal
3051,758,2023-03-02 17:34:16,73,PayPal
3052,3339,2022-10-17 17:34:42,394,Credit Card
3053,1274,2022-11-27 09:21:27,737,Credit Card
3054,4148,2023-02-19 18:46:17,149,PayPal
3055,1607,2022-10-05 06:18:49,474,Credit Card
3056,4687,2023-06-28 10:05:14,703,PayPal
3057,1522,2023-07-12 03:33:05,670,PayPal
3058,3924,2023-04-25 18:53:58,729,PayPal
3059,173,2023-01-21 14:01:20,719,Credit Card
3060,2846,2023-06-01 14:43:51,918,Bank Transfer
3061,2116,2023-07-27 09:22:28,695,PayPal
3062,2050,2023-05-28 13:55:28,742,Credit Card
3063,4860,2022-11-16 10:37:39,542,Credit Card
3064,1718,2023-07-21 01:10:36,851,Credit Card
